Date,Open,High,Low,Close,Adj Close,Volume
2014-06-26,498.899994,498.899994,487,489.600006,430.866577,189124
2014-06-27,486.274994,491.5,481.25,488.075012,429.524475,88358
2014-06-30,485,512,485,504.200012,443.715057,316164
2014-07-01,505,521.5,505,508.100006,447.147247,207484
2014-07-02,512.474976,519.474976,508.100006,515.125,453.329498,562676
2014-07-03,519.825012,519.825012,506.25,509.174988,448.093262,113086
2014-07-04,512.5,518,504.049988,507.524994,446.641205,137362
2014-07-07,511.950012,515,501.5,502.674988,442.373047,44722
2014-07-08,505.174988,519.5,501,510.200012,448.995331,261308
2014-07-09,516,517.950012,492.674988,498.825012,438.984894,275232
2014-07-10,500,508.975006,485.774994,497.5,437.818756,153424
2014-07-11,499,502.5,489.049988,492.274994,433.220642,68694
2014-07-14,489.5,498,484.475006,490.174988,431.372589,44728
2014-07-15,490,504.5,486.5,491.799988,432.802612,56560
2014-07-16,488,496.575012,486,488.5,429.898499,53042
2014-07-17,484.5,496,484.5,494.100006,434.826691,71946
2014-07-18,488.5,499.5,488.5,497.325012,437.664856,296974
2014-07-21,495.625,517.5,495.625,516.174988,454.253479,156106
2014-07-22,512.5,523,512.5,520.275024,468.759369,145508
2014-07-23,515,525,507.600006,522.625,481.993774,142498
2014-07-24,520,550,515,532.25,490.870483,401972
2014-07-25,534.5,545,525.049988,536.875,495.135956,139874
2014-07-28,532.5,537.549988,522.5,535.575012,493.937012,381396
2014-07-30,531,558.5,531,556.075012,512.843262,349376
2014-07-31,557,576.974976,557,574.200012,529.559021,260332
2014-08-01,565,580,561.525024,574.75,530.066345,224138
2014-08-04,575,584,549.049988,557.375,514.042114,485328
2014-08-05,557.5,569.5,542,564.375,520.497986,111522
2014-08-06,569,585.5,562.875,575.799988,531.034546,256746
2014-08-07,584.900024,584.900024,570,573.825012,529.213257,77868
2014-08-08,574,578.799988,562.5,565.049988,521.120422,128678
2014-08-11,565.275024,582.450012,565.275024,577.974976,533.040649,245326
2014-08-12,580,593,567.5,576.224976,531.426636,515634
2014-08-13,576.299988,581.974976,553.549988,566.849976,522.780457,292366
2014-08-14,567.5,599.5,567.5,595.474976,549.179993,449826
2014-08-18,600.5,637.5,600.5,635.049988,585.678406,285910
2014-08-19,632.5,655.924988,627.5,641.75,591.857422,509700
2014-08-20,645.25,647,625.625,630.049988,581.067017,546584
2014-08-21,631.5,634.5,619.5,623.099976,574.657349,343016
2014-08-22,627.224976,637,620.049988,624.875,576.294312,559302
2014-08-25,622,626.349976,606.5,611.174988,563.659424,244970
2014-08-26,611,641.950012,601.674988,628.299988,579.453186,238488
2014-08-27,634.400024,644.5,624.5,629.924988,580.951721,474186
2014-08-28,625,634.775024,615,621.450012,573.135681,315378
2014-09-01,614,640.5,614,631.299988,582.21991,124256
2014-09-02,637,637.5,617.5,628.575012,579.706787,234388
2014-09-03,630,643.950012,630,640.849976,591.027405,295162
2014-09-04,639.950012,639.950012,620,627.200012,578.438599,158412
2014-09-05,627.125,636,620.049988,630.424988,581.412964,311856
2014-09-08,633,642.5,630,635.525024,586.116394,605970
2014-09-09,642.349976,650,634.674988,637.525024,587.960938,385052
2014-09-10,640,657.474976,640,653.025024,602.25592,673542
2014-09-11,655,687.450012,655,672.950012,620.631897,452776
2014-09-12,677.849976,695.049988,677.400024,690.849976,637.140198,228722
2014-09-15,691.950012,737,685.700012,730.700012,673.892029,369028
2014-09-16,735,755.549988,702.549988,718.174988,662.34082,369012
2014-09-17,735,735,705.5,726.575012,670.08783,130692
2014-09-18,726.5,735.900024,705,707.075012,652.10376,234548
2014-09-19,716.450012,716.450012,676.099976,687.599976,634.142822,356392
2014-09-22,697,697.974976,676,684.700012,631.468323,160510
2014-09-23,688,697.5,677,693.174988,639.284424,110008
2014-09-24,702,709,683.400024,695.825012,641.728394,98588
2014-09-25,690.5,707,690.5,702,647.42334,114254
2014-09-26,695,712.5,687.75,703.974976,649.244812,121966
2014-09-29,697,716.700012,696.950012,704.400024,649.63678,216340
2014-09-30,697.5,716.549988,665,696.025024,641.912842,599390
2014-10-01,684,709.400024,680.5,699.450012,645.071655,140890
2014-10-07,692.5,708.5,690.025024,700.775024,646.293518,133370
2014-10-08,696.25,703,681.125,685.849976,632.52887,91568
2014-10-09,683.599976,692.700012,675.5,675.924988,623.375549,260132
2014-10-10,670.5,678,651.974976,665.900024,614.130005,244760
2014-10-13,661.25,680.099976,657.625,671.549988,619.340637,146574
2014-10-14,670.5,676.375,667.5,670,617.911133,176492
2014-10-15,670,670,670,670,617.911133,0
2014-10-16,663.525024,676.724976,650.125,661.900024,610.440918,495862
2014-10-17,661,677.75,659.5,671.474976,619.271423,195014
2014-10-20,673.5,687.349976,672.549988,680.025024,627.156799,173632
2014-10-21,682.525024,701.25,682.525024,695.549988,641.474792,219884
2014-10-22,698,714.299988,690.700012,702.424988,647.815247,118750
2014-10-27,730,736.5,715.974976,719.724976,663.770325,87758
2014-10-28,721.950012,738.424988,719.724976,722.724976,666.536987,142900
2014-10-29,729.849976,738.299988,725.125,729.599976,672.877625,189000
2014-10-30,731.299988,763.5,730,745.75,687.771973,369978
2014-10-31,747.974976,773.525024,747.974976,765.400024,705.894409,239430
2014-11-03,768,771.025024,750.849976,754.099976,695.472839,110236
2014-11-05,751,788,750,776.174988,715.831543,396888
2014-11-07,778.025024,785,759,760.075012,700.983276,384674
2014-11-10,761.5,768.75,757.625,759.349976,700.314575,213936
2014-11-11,759.349976,772.5,755.5,764.799988,705.340942,268280
2014-11-12,768,811.25,767.549988,799.724976,737.550659,675442
2014-11-13,799.5,821,785,798.575012,736.490234,377754
2014-11-14,809,834.400024,806.025024,812.150024,749.009766,412222
2014-11-17,850,851.950012,820,822,758.093994,754234
2014-11-18,827.5,840,827.5,832.400024,767.685425,318822
2014-11-19,837.5,864.900024,837.049988,849.450012,783.409973,591780
2014-11-20,854,858.849976,825.5,836.25,771.236145,147370
2014-11-21,841.474976,842.400024,830,836.900024,771.835693,207384
2014-11-24,842,847.5,825,826.275024,762.036621,149238
2014-11-25,826.275024,833.5,781,794.599976,732.824158,283204
2014-11-26,787,829.5,786.650024,826.025024,761.806091,412732
2014-11-27,821.049988,843.5,821.049988,840.775024,775.409424,190574
2014-11-28,848.450012,848.450012,810.825012,823.974976,759.915466,231194
2014-12-01,825,850,820.099976,843.424988,777.853271,178090
2014-12-02,841.5,875,841.5,872.875,805.013855,399832
2014-12-03,880,912.5,879.974976,900.400024,830.398865,415778
2014-12-04,902.5,920.5,897.525024,917.200012,845.892761,272872
2014-12-05,920,928.299988,895,897.75,827.954834,159490
2014-12-08,902,919.049988,890,895.25,825.649109,103788
2014-12-09,889.5,902.950012,876.875,896.775024,827.055664,154900
2014-12-10,900,905,887.549988,898.825012,828.946228,82804
2014-12-11,899.950012,912.125,878,880.174988,811.746216,173122
2014-12-12,896.900024,901.25,888,897.974976,828.162354,218788
2014-12-15,890.5,906.424988,890.5,893.825012,824.335083,145204
2014-12-16,887.5,898.450012,863.625,869.025024,801.463074,248326
2014-12-17,861.5,875,835,841.5,776.077942,470106
2014-12-18,857.5,879.700012,855.724976,871.099976,803.37677,259612
2014-12-19,875.549988,883.900024,855.200012,861.875,794.868958,148156
2014-12-22,867,902.5,867,894.200012,824.680786,373956
2014-12-23,903,910,875.5,882.049988,813.475342,152494
2014-12-24,883,892.5,873.150024,877.700012,809.463684,63228
2014-12-26,883,884.575012,862.549988,865.575012,798.28125,82978
2014-12-29,871,891.849976,867.5,890.099976,820.899597,460196
2014-12-30,893.950012,895.049988,883,892,822.651855,123560
2014-12-31,897,932.5,887.5,920.049988,848.521179,573830
2015-01-01,919.275024,931.5,911.625,915.75,844.55542,96950
2015-01-02,921,942.5,919,939.275024,866.251587,308986
2015-01-05,944.5,963.474976,936.150024,939.924988,866.851013,344472
2015-01-06,942.5,955,925,940.950012,867.796265,228284
2015-01-07,945.974976,1004.450012,945.974976,997.875,920.295593,947474
2015-01-08,1005.049988,1008.5,981.200012,984.599976,908.052734,452894
2015-01-09,988,989.900024,963.525024,972.650024,897.031677,483074
2015-01-12,977,987.5,961,966,890.898804,276782
2015-01-13,974,985,962.75,966.700012,891.544434,463696
2015-01-14,975.5,987.5,966.5,973.025024,897.377625,658212
2015-01-15,1000,1000,960.5,967.075012,891.890137,381804
2015-01-16,972.5,979.924988,958.5,964.349976,889.377014,395802
2015-01-19,970,971,948.25,954.325012,880.131409,280876
2015-01-20,956,970.950012,955,960.375,885.710999,258474
2015-01-21,956,967.5,948,957.525024,883.082703,270598
2015-01-22,955.25,962.450012,948.125,950.575012,876.672974,287662
2015-01-23,960,963.5,953,957.325012,882.898193,460102
2015-01-27,965,970,952.5,957.174988,882.759827,227478
2015-01-28,960,960.200012,952.5,956.875,882.483154,455520
2015-01-29,962.450012,962.450012,950.049988,954.174988,879.993042,177374
2015-01-30,957.5,957.5,937.549988,944.5,871.070313,200600
2015-02-02,944.5,955.599976,944.5,950.049988,876.188721,324012
2015-02-03,958.5,969,955.325012,962.125,887.325012,480162
2015-02-04,977.5,981.849976,940.599976,947.049988,873.421936,680290
2015-02-05,952.224976,953.25,923.125,926.75,854.700195,306482
2015-02-06,935,943.599976,928.549988,939.575012,866.528076,502006
2015-02-09,936.5,957.950012,932,941.075012,867.911499,686106
2015-02-10,952,969.5,950.974976,966.625,891.47522,359742
2015-02-11,968.5,968.5,953,964.849976,889.838135,390054
2015-02-12,968.799988,987.5,962.5,983.75,907.268738,1068302
2015-02-13,988,1020,950,1011.450012,932.815308,644926
2015-02-16,1017,1022.5,1000,1017.099976,938.02594,563458
2015-02-18,1022.469971,1042.5,1004.099976,1027.900024,947.986389,295476
2015-02-19,1037.5,1049.969971,1025,1040.550049,959.652893,265050
2015-02-20,1041,1058.5,1022.5,1048.780029,967.243164,332866
2015-02-23,1050,1050,1022.5,1030.199951,950.107544,374346
2015-02-24,1031,1044,1025.5,1036.5,955.917847,178172
2015-02-25,1040,1041.469971,1022.5,1034.699951,954.257629,355214
2015-02-26,1035.5,1049.180054,1016.969971,1027.819946,947.912598,345486
2015-02-27,1027.849976,1053.5,1024.319946,1041.719971,960.732056,519516
2015-02-28,null,null,null,null,null,null
2015-03-02,1049,1081.469971,1028.119995,1061.199951,978.697449,781958
2015-03-03,1061,1094.5,1060,1084.319946,1000.019958,747818
2015-03-04,1088,1097.5,1072.030029,1076.25,992.577393,455000
2015-03-05,1078,1123,1077.5,1105.380005,1019.442749,810556
2015-03-09,1102.5,1105.5,1077.880005,1099.680054,1014.185852,358904
2015-03-10,1105,1106.099976,1058.25,1078.030029,994.219055,313578
2015-03-11,1081.5,1100.5,1070,1077.5,993.730286,198510
2015-03-12,1081,1107.5,1079.550049,1098.319946,1012.931458,504848
2015-03-13,1102,1108.319946,1071.099976,1078.469971,994.624878,218480
2015-03-16,1082,1084.900024,1062.530029,1075.25,991.655212,145822
2015-03-17,1085,1109.400024,1077.5,1095.469971,1010.303284,421918
2015-03-18,1100,1125,1092.5,1098.319946,1012.931458,494498
2015-03-19,1104.949951,1119.849976,1075,1103.569946,1017.773438,325996
2015-03-20,1119.5,1119.5,1040.180054,1066.719971,983.78833,1115574
2015-03-23,1069.5,1069.5,1040.5,1051.349976,969.61322,101134
2015-03-24,1052.5,1079.119995,1052.5,1074.380005,990.852844,207346
2015-03-25,1052.900024,1085,1052.900024,1080.680054,996.662964,251918
2015-03-26,1083.319946,1105,1072.5,1096.900024,1011.622009,311924
2015-03-27,1104,1104,1040,1077,993.269226,350044
2015-03-30,1086.5,1087.530029,1055,1081.069946,997.022644,308498
2015-03-31,1087,1087,1075,1079.280029,995.371826,188924
2015-04-01,1077.75,1107.650024,1070.680054,1088.780029,1004.133362,491816
2015-04-06,1080.050049,1110,1080.050049,1108.349976,1022.181824,317168
2015-04-07,1109.900024,1149.5,1089.880005,1129.550049,1041.733765,317256
2015-04-08,1137.5,1149.75,1126.199951,1129.380005,1041.576782,277230
2015-04-09,1137,1149.530029,1110.900024,1138.949951,1050.402832,329644
2015-04-10,1139,1145.25,1130,1138.949951,1050.402832,306598
2015-04-13,1138.949951,1160,1134.780029,1155.099976,1065.297119,554704
2015-04-15,1161.400024,1188.900024,1158,1172.280029,1081.141602,414936
2015-04-16,1187,1187.5,1145.119995,1164.569946,1074.031006,323720
2015-04-17,1164,1164,1147.5,1149.469971,1060.10498,227748
2015-04-20,1165,1165,1075,1085,1000.647217,524974
2015-04-21,1085,1094.849976,1017.75,1034.75,954.303833,477392
2015-04-22,1034.75,1059.969971,1023.25,1033.119995,952.800537,566608
2015-04-23,1036.25,1081,1036.25,1075.819946,992.180786,321414
2015-04-24,1085,1090.930054,1057.819946,1069.849976,986.675049,382882
2015-04-27,1072.5,1072.5,1003.25,1035.75,955.226196,192502
2015-04-28,1040.5,1065,1023.280029,1047.530029,966.090271,315738
2015-04-29,1048,1084.219971,1042.5,1075.800049,992.162476,201080
2015-04-30,1074.5,1107.5,1074.5,1098.930054,1013.494141,302576
2015-05-04,1104,1130,1101,1124.199951,1036.799561,119988
2015-05-05,1125,1187.199951,1124.949951,1172.469971,1081.316772,172740
2015-05-06,1178,1202.5,1117.550049,1123.650024,1036.292358,448292
2015-05-07,1122.5,1144.900024,1095.319946,1118.180054,1031.247681,222604
2015-05-08,1123.5,1149,1098.349976,1101.699951,1016.048706,187348
2015-05-11,1115,1149.5,1104.569946,1141.599976,1052.846802,305220
2015-05-12,1142.5,1142.5,1124,1136.199951,1047.866577,103266
2015-05-13,1155,1155,1127.050049,1141.300049,1052.57019,191092
2015-05-14,1141.550049,1157.5,1118,1129.150024,1041.364868,102350
2015-05-15,1137.5,1150,1125.530029,1131.949951,1043.947021,191820
2015-05-18,1137,1150,1130.219971,1146.930054,1057.762573,105844
2015-05-19,1150.5,1169.469971,1148,1162.380005,1072.011353,157598
2015-05-20,1168,1181.550049,1160.069946,1166.030029,1075.377441,514710
2015-05-21,1177.930054,1188.650024,1136,1143.930054,1054.995728,326320
2015-05-22,1198.5,1277.319946,1187.5,1215.430054,1120.937134,1571302
2015-05-25,1224.880005,1264.449951,1220,1253.5,1156.047119,489642
2015-05-26,1255.5,1274.5,1245,1256.819946,1159.109009,260620
2015-05-27,1260,1299,1250,1289.380005,1189.137573,564436
2015-05-28,1295,1334,1294,1328.619995,1225.326904,978656
2015-05-29,1334.5,1343,1260,1272.349976,1173.431763,907876
2015-06-01,1280,1302.5,1252.349976,1283.949951,1184.129883,375124
2015-06-02,1285.5,1298.25,1250.550049,1254.550049,1157.015625,237394
2015-06-03,1257.5,1266,1212,1255.800049,1158.168457,370034
2015-06-04,1266,1297.400024,1255,1290.199951,1189.894043,441296
2015-06-05,1295.199951,1362.5,1292.5,1354.719971,1249.397827,932490
2015-06-08,1367.050049,1372,1314.5,1321.969971,1219.19397,471082
2015-06-09,1332.449951,1357.849976,1288.300049,1298.800049,1197.825562,605606
2015-06-10,1304.5,1323.5,1290.25,1298.680054,1197.714722,330546
2015-06-11,1314.5,1325.949951,1292.849976,1301.319946,1200.149292,446172
2015-06-12,1303.349976,1315,1297.400024,1302.75,1201.468384,303638
2015-06-15,1314.880005,1321.5,1291.430054,1311.569946,1209.602539,251662
2015-06-16,1311.5,1318.930054,1294.300049,1305.819946,1204.299561,305576
2015-06-17,1310,1390.949951,1306,1379.199951,1271.974609,790966
2015-06-18,1376,1387.349976,1335,1342.150024,1237.805054,442232
2015-06-19,1350,1373.030029,1340.699951,1352.719971,1247.553345,334980
2015-06-22,1370,1398.880005,1350.380005,1391.849976,1283.641235,426056
2015-06-23,1400.050049,1405,1365,1369.349976,1262.890381,354754
2015-06-24,1373.969971,1375.880005,1340,1346.319946,1241.650879,306668
2015-06-25,1341,1354.300049,1335,1346.800049,1242.093872,262836
2015-06-26,1349,1376,1333.569946,1371.949951,1265.28833,284940
2015-06-29,1364.349976,1364.349976,1325,1350.180054,1245.210938,242540
2015-06-30,1352.5,1391.819946,1352.5,1381.469971,1274.068237,444210
2015-07-01,1380,1396,1360,1365.780029,1259.598145,395924
2015-07-02,1375,1385.5,1366,1373.119995,1266.36731,302944
2015-07-03,1384.5,1394.800049,1374.5,1385.349976,1277.646484,315626
2015-07-06,1360.5,1413.5,1360.5,1392.819946,1284.535522,553796
2015-07-07,1397,1414.800049,1384.5,1393.75,1285.393677,311292
2015-07-08,1389.5,1404.25,1382.5,1395.949951,1287.422363,309242
2015-07-09,1402,1415,1396.199951,1411.949951,1302.178711,304796
2015-07-10,1415.75,1427.5,1412.780029,1419.530029,1309.169312,289170
2015-07-13,1419.5,1432.5,1414,1422.800049,1312.185181,209016
2015-07-14,1422.5,1428.5,1409.75,1415.650024,1305.590942,189856
2015-07-15,1420.5,1425.5,1411.550049,1416.449951,1306.328857,139626
2015-07-16,1425,1428,1416,1421.050049,1310.571167,212830
2015-07-17,1426.75,1462,1418.400024,1439.219971,1327.328613,318050
2015-07-20,1439.219971,1450,1437,1440.949951,1328.923828,417282
2015-07-21,1448.5,1448.5,1423.449951,1437.569946,1325.806763,453338
2015-07-22,1433.5,1438.900024,1424.969971,1428.449951,1317.395752,347626
2015-07-23,1433.849976,1448.5,1420.849976,1425.030029,1314.241943,209390
2015-07-24,1437.5,1456.849976,1408.550049,1447.550049,1335.010864,299886
2015-07-27,1448.5,1478.5,1437.030029,1466,1367.137573,494314
2015-07-28,1474.5,1501.949951,1470.599976,1488.030029,1387.682007,472496
2015-07-29,1490.5,1504.5,1476,1484.119995,1384.035645,256804
2015-07-30,1484,1542.449951,1480.619995,1532.900024,1429.526245,412304
2015-07-31,1544,1622.75,1540,1576.819946,1470.484375,897048
2015-08-03,1588,1591.900024,1537.5,1568.430054,1462.659912,370352
2015-08-04,1576,1617.5,1566.5,1587.819946,1480.742432,1781684
2015-08-05,1609.430054,1614.099976,1573.650024,1578.150024,1471.724609,654644
2015-08-06,1592.5,1592.5,1548,1569.880005,1464.012329,449868
2015-08-07,1572.75,1613.819946,1572.75,1601.349976,1493.360107,673756
2015-08-10,1604.75,1672.5,1603.969971,1657.030029,1545.285278,1294372
2015-08-11,1672.5,1692.5,1655,1683.449951,1569.92334,888330
2015-08-12,1683.5,1692.199951,1650,1660.430054,1548.455933,613022
2015-08-13,1670,1717.099976,1665.050049,1699.430054,1584.825928,720138
2015-08-14,1672.5,1691.050049,1635.949951,1671.880005,1559.133789,705272
2015-08-17,1668.449951,1668.449951,1642.619995,1648.119995,1536.975952,365490
2015-08-18,1659.949951,1669.900024,1648,1658.25,1546.422974,186526
2015-08-19,1662.5,1674.199951,1643.150024,1646.780029,1535.72644,206312
2015-08-20,1636,1651.650024,1607.5,1612.199951,1503.478271,276582
2015-08-21,1605,1608.449951,1562.5,1599.680054,1491.802734,327224
2015-08-24,1574.5,1574.5,1471,1501.119995,1399.88916,818782
2015-08-25,1503,1524.469971,1395,1488.449951,1388.073608,833038
2015-08-26,1487.550049,1517.069946,1430.050049,1440.349976,1343.217285,525866
2015-08-27,1465,1499.5,1445.25,1471.150024,1371.940308,659924
2015-08-28,1483,1525,1475,1486.900024,1386.628296,501436
2015-08-31,1489.5,1491.099976,1451.25,1464.969971,1366.177002,247434
2015-09-01,1450,1485,1440,1460.449951,1361.961914,438396
2015-09-02,1474,1507.5,1462.930054,1491.619995,1391.029907,434290
2015-09-03,1519.5,1541.199951,1498,1504.030029,1402.603149,560862
2015-09-04,1501.5,1508.449951,1470.380005,1494.119995,1393.361328,289078
2015-09-07,1495,1505.599976,1444,1448.699951,1351.004272,263132
2015-09-08,1448.75,1467.699951,1382.5,1421.650024,1325.778564,396490
2015-09-09,1450,1457.199951,1422.5,1439.969971,1342.862915,282108
2015-09-10,1435,1448,1400,1432.199951,1335.617065,270602
2015-09-11,1444.349976,1488.25,1435.400024,1476.930054,1377.330811,325902
2015-09-14,1487.5,1513.349976,1480,1495.619995,1394.760132,327416
2015-09-15,1500,1543,1500,1539.599976,1435.77417,538534
2015-09-16,1550.949951,1572.5,1499.119995,1505.719971,1404.179077,567266
2015-09-18,1524.319946,1525,1494.5,1498.949951,1397.865479,307558
2015-09-21,1499.5,1506,1476,1497.800049,1396.793213,212300
2015-09-22,1511.75,1515.25,1440.5,1450.25,1352.449707,465828
2015-09-23,1441.469971,1459.050049,1425,1442.849976,1345.548706,368810
2015-09-24,1445,1459.900024,1432.5,1444.449951,1347.040894,445430
2015-09-28,1447,1475,1442.800049,1460.530029,1362.036743,253704
2015-09-29,1447,1491.900024,1425.050049,1485.400024,1385.229492,389158
2015-09-30,1499.5,1557,1492.5,1541,1437.079834,611132
2015-10-01,1554.880005,1574.900024,1550.5,1561.400024,1456.10437,481470
2015-10-05,1575.5,1614.5,1571.880005,1606.819946,1498.461182,642062
2015-10-06,1615.949951,1634.969971,1606.819946,1627.199951,1517.466675,379552
2015-10-07,1630.099976,1650,1608.300049,1618.030029,1508.915161,339762
2015-10-08,1619.699951,1641.880005,1605.619995,1633.380005,1523.230103,215532
2015-10-09,1640,1648.849976,1605.699951,1612.050049,1503.338623,153016
2015-10-12,1625,1629,1578.319946,1585.219971,1478.317749,218726
2015-10-13,1597.430054,1597.430054,1541.75,1557.530029,1452.495239,420724
2015-10-14,1555,1599.680054,1549.319946,1590.699951,1483.428223,279654
2015-10-15,1599.619995,1599.619995,1575.619995,1589.319946,1482.141235,201796
2015-10-16,1597.530029,1624,1586.650024,1614.380005,1505.511353,367838
2015-10-19,1624.969971,1655.300049,1620.050049,1652,1540.594482,711934
2015-10-20,1662.469971,1663.219971,1637.969971,1650.030029,1538.757202,423184
2015-10-21,1652.5,1656.199951,1638,1643.319946,1532.499756,355418
2015-10-23,1650,1650,1619.150024,1623.219971,1513.755249,199956
2015-10-26,1620,1625,1592.880005,1601.699951,1493.686279,297962
2015-10-27,1604.969971,1619.199951,1587.800049,1592.099976,1484.733887,308446
2015-10-28,1572.5,1612,1572.5,1596.530029,1488.865356,304410
2015-10-29,1590.099976,1610,1586.199951,1595.069946,1487.503418,370816
2015-10-30,1594.599976,1627.699951,1586.619995,1615.949951,1506.975586,310486
2015-11-02,1611.849976,1619.5,1580.180054,1593.280029,1485.834351,288336
2015-11-03,1607,1611,1581,1588.680054,1481.544556,197504
2015-11-04,1590,1598.150024,1576.900024,1590.619995,1483.35376,219050
2015-11-05,1592.349976,1610,1577.849976,1589.400024,1482.215942,231464
2015-11-06,1595,1611.780029,1542.75,1565,1459.461548,248556
2015-11-09,1537.5,1572.5,1517.5,1522.280029,1419.622314,601312
2015-11-10,1515,1548,1508.050049,1517.680054,1415.332642,301770
2015-11-13,1519.5,1519.5,1450.699951,1455.699951,1357.532104,548758
2015-11-16,1445,1450,1414.5,1423.050049,1327.084106,685846
2015-11-17,1426.5,1451.430054,1426.5,1439.050049,1342.005249,362128
2015-11-18,1440,1453.400024,1422.469971,1429.199951,1332.819336,315842
2015-11-19,1439,1477,1432.5,1472.25,1372.966309,317122
2015-11-20,1483.949951,1504.5,1473.030029,1483.569946,1383.522705,282258
2015-11-23,1487.5,1498.380005,1486,1490.180054,1389.687134,161994
2015-11-24,1487.5,1492.5,1456.880005,1470.550049,1371.380859,311806
2015-11-26,1470,1495.949951,1441.280029,1450.430054,1352.617676,495604
2015-11-27,1457.5,1469,1448.25,1463.880005,1365.160767,202562
2015-11-30,1462,1472.5,1447.5,1461.530029,1362.969116,232868
2015-12-01,1463.050049,1492.5,1451.530029,1485.719971,1385.527832,324792
2015-12-02,1492,1492,1471.030029,1480.069946,1380.258789,107428
2015-12-03,1477.5,1489.719971,1463.25,1465.930054,1367.072266,143216
2015-12-04,1465,1478.949951,1457,1467.969971,1368.974731,149132
2015-12-07,1467.969971,1467.969971,1436.430054,1440.900024,1343.730469,218664
2015-12-08,1435,1454.650024,1427.550049,1439.150024,1342.098511,241836
2015-12-09,1435.050049,1435.699951,1393,1398.719971,1304.394775,245650
2015-12-10,1400,1444.849976,1360.530029,1433.219971,1336.568359,578630
2015-12-11,1433.219971,1440.449951,1381.75,1390.400024,1296.635864,445344
2015-12-14,1381.5,1423.5,1372.400024,1414,1318.644531,301034
2015-12-15,1415,1443,1411.569946,1440.030029,1342.919067,228250
2015-12-16,1442.349976,1447.5,1404.030029,1407,1312.116455,290938
2015-12-17,1420,1459.5,1405.5,1455.380005,1357.233887,333382
2015-12-18,1450.5,1474.25,1438.969971,1445.150024,1347.693726,318944
2015-12-21,1443.5,1475,1441,1471.5,1372.266602,211700
2015-12-22,1475,1481.5,1455.849976,1458.449951,1360.09668,196708
2015-12-23,1462.569946,1473.25,1444.280029,1448.119995,1350.463623,193708
2015-12-24,1463.5,1464,1440.449951,1455.349976,1357.205811,163944
2015-12-28,1456,1462.5,1449.75,1452.180054,1354.249756,174490
2015-12-29,1455.050049,1492.75,1455,1488.900024,1388.493408,313522
2015-12-30,1495,1498,1480.780029,1488.050049,1387.700806,169640
2015-12-31,1492.5,1506.5,1474.030029,1483.150024,1383.131226,480318
2016-01-01,1481.199951,1501.680054,1481.199951,1493.199951,1392.503296,129486
2016-01-04,1490,1502.219971,1476,1486.300049,1386.068848,253614
2016-01-05,1488.550049,1496.280029,1475.150024,1483.349976,1383.317627,228500
2016-01-06,1476.5,1503,1476.5,1500.849976,1399.637329,267276
2016-01-07,1495,1497.430054,1455.530029,1473.280029,1373.926758,298800
2016-01-08,1473.5,1484,1440.949951,1451.150024,1353.289307,333412
2016-01-11,1445.050049,1464.5,1420.569946,1459.650024,1361.215942,264812
2016-01-12,1460,1493.699951,1450.5,1470.099976,1370.96106,357368
2016-01-13,1470.099976,1480.719971,1433.280029,1452.599976,1354.641235,509212
2016-01-14,1444.969971,1457.5,1420.550049,1448.800049,1351.097534,279524
2016-01-15,1454.949951,1467,1425.25,1429.569946,1333.164307,266612
2016-01-18,1425,1435,1372.800049,1382.650024,1289.408447,422410
2016-01-19,1375,1380.069946,1361.530029,1366.5,1274.347534,296504
2016-01-20,1359.930054,1360,1302.5,1339.849976,1249.494751,547548
2016-01-21,1358.5,1364.530029,1302.680054,1309.849976,1221.517822,509584
2016-01-22,1325,1330,1301.199951,1307.949951,1219.745972,544196
2016-01-25,1316.349976,1324.5,1294.380005,1301.300049,1213.544678,497200
2016-01-27,1306,1327.5,1300.449951,1324.819946,1235.478394,912516
2016-01-28,1335,1348.969971,1321.780029,1335.119995,1245.08374,700714
2016-01-29,1342.5,1348.5,1338.5,1344.719971,1254.036255,389020
2016-02-01,1355,1407.5,1349.619995,1400.25,1305.821655,696656
2016-02-02,1401.650024,1437.75,1385.550049,1396.430054,1302.259155,642304
2016-02-03,1390,1427.400024,1363.280029,1414.030029,1318.672485,500410
2016-02-04,1424,1439.849976,1407.5,1428.150024,1331.840088,762508
2016-02-05,1428.069946,1435.969971,1407.5,1431.25,1334.730957,518808
2016-02-08,1432.75,1476.680054,1421.930054,1427.380005,1331.12207,388862
2016-02-09,1421,1445,1380,1391.550049,1297.708374,498770
2016-02-10,1420,1435,1343.849976,1361,1269.218384,687422
2016-02-11,1350,1364.880005,1305.550049,1317,1228.185669,583352
2016-02-12,1325,1328.949951,1252.530029,1282.099976,1195.63916,713848
2016-02-15,1302.5,1355,1286,1332.949951,1243.060059,710510
2016-02-16,1327.550049,1345,1305.25,1312.949951,1224.408691,315378
2016-02-17,1322.5,1331.5,1272.599976,1326.099976,1236.671875,254606
2016-02-18,1334.199951,1383.819946,1334.199951,1376.75,1283.906372,390156
2016-02-19,1381.5,1381.5,1352.780029,1362.25,1270.384277,254268
2016-02-22,1354.5,1400.5,1354.5,1399.680054,1305.289917,704004
2016-02-23,1397.550049,1409,1387.5,1401.119995,1306.632935,331174
2016-02-24,1401.5,1403.949951,1368.300049,1376.699951,1283.859863,419472
2016-02-25,1377.5,1386.849976,1336.119995,1342.969971,1252.404419,442200
